鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
文山區,建物,臺北市文山區興隆路２段２１７巷５號２樓,0.0,住,,,1120424,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680711,96.17,3,1,1,有,無,有,22000,229,,0.0,0,加入臺北市社會住宅包租代管第3.1期計畫,RPRNMLLKNHIGFAA17CC
文山區,建物,臺北市文山區福興路６０巷１０弄２號２樓,0.0,住,,,1120424,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,101.51,3,2,1,有,無,有,20000,197,,0.0,0,加入臺北市社會住宅包租代管第3期計畫,RPSNMLLKNHIGFAA27CC
文山區,建物,臺北市文山區辛亥路五段８９號五樓,0.0,住,,,1120510,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720818,105.39,3,2,2,有,有,有,28000,266,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費及每月管理費1300元皆由承租人負擔。,RPTNMLLKNHIGFAA37CC
大同區,建物,臺北市大同區民權西路１２２號十二樓之３,0.0,商,,,1120428,土地0建物1車位0,十二層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970623,41.55,1,1,1,有,有,有,25000,602,,0.0,0,,RPQNMLLKNHIGFBA17CC
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路３８６號４樓之２,0.0,住,,,1120330,土地0建物1車位1,四層,8,華廈(10層含以下有電梯),多戶住宅,鋼筋混凝土造,1111013,95.76,2,1,1,有,有,有,25000,396,坡道機械,35.13,1000,社會住宅：國家住宅及都市中心辦理社會住宅包租代管計畫原編號：C1AB11204140012,RPRNMLLKNHIGFBA27CC
大同區,建物,臺北市大同區南京西路５７號１８樓之７,0.0,其他,,,1120331,土地0建物1車位0,十八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,85.50999999999999,2,2,1,有,有,有,80000,936,,0.0,0,,RPSNMLLKNHIGFBA37CC
大同區,建物,臺北市大同區南京西路５７號５樓之２,0.0,其他,,,1120330,土地0建物1車位0,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,101.0,2,2,1,有,有,有,58500,579,,0.0,0,,RPTNMLLKNHIGFBA47CC
大同區,建物,臺北市大同區太原路８０號６樓之１,0.0,商,,,1120324,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971211,68.85,1,1,1,有,有,有,30000,436,,0.0,0,,RPUNMLLKNHIGFBA57CC
萬華區,建物,臺北市萬華區環河南路一段７１號９樓之２７,0.0,商,,,1120417,土地0建物1車位0,九層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0660829,19.099999999999998,1,1,1,有,有,有,12500,654,,0.0,0,,RPVNMLLKNHIGFBA67CC
信義區,建物,臺北市信義區信義路四段４５０巷９號６樓,0.0,商,,,1120505,土地0建物1車位0,六層,11,其他,見使用執照,鋼筋混凝土造,0881231,156.79,3,0,2,有,有,無,64758,413,,0.0,0,建物型態為住辦,RPPNMLLKNHIGFDA27CC
松山區,建物,臺北市松山區延吉街４３號,0.0,住,,,1120505,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0640716,86.66,0,0,1,有,無,無,91023,1050,,0.0,0,,RPSNMLLKNHIGFDA57CC
內湖區,建物,臺北市內湖區星雲街１６８巷７號二樓,0.0,住,,,1120503,土地0建物1車位0,二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841116,69.99,2,2,1,有,有,有,30000,429,,0.0,0,,RPPNMLLKNHIGFCA17CC
中山區,建物,臺北市中山區長安東路一段２８之１號１樓,0.0,商,,,1120509,土地0建物1車位0,一層,4,店面(店鋪),,加強磚造,,102.94,0,0,0,無,無,無,73956,718,,0.0,0,,RPQNMLLKNHIGFCA27CC
中山區,建物,臺北市中山區松江路３７２巷２７號３樓,0.0,住,,,1120421,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0650331,73.8,2,1,1,有,無,有,22000,298,,0.0,0,,RPRNMLLKNHIGFCA37CC
中山區,建物,臺北市中山區民生東路三段３６號４樓之１０,0.0,商,,,1120510,土地0建物1車位0,四層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850202,41.79,0,0,0,無,有,無,20000,479,,0.0,0,,RPSNMLLKNHIGFCA47CC
中山區,建物,臺北市中山區新生北路３段４６號１２樓之６,0.0,商,,,1120426,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700504,43.51,1,0,1,有,有,有,12300,283,,0.0,0,加入臺北市社會住宅包租代管第3期計畫,RPTNMLLKNHIGFCA57CC
中山區,建物,臺北市中山區北安路５７８巷８號７樓,0.0,住,,,1120215,土地0建物2車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990514,281.03000000000003,3,2,2,有,無,有,123500,439,坡道平面,31.92,0,原申報書序號：C1AC11203070013原申報書序號：C1AC11204270015與北安路578巷8號7樓之1共同承租,RPVNMLLKNHIGFCA77CC
中山區,建物,臺北市中山區吉林路２６巷２０號二樓之２,0.0,住,,,1120427,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790921,42.76,1,0,1,有,無,有,13200,309,,0.0,0,加入臺北市社會住宅包租代管第3期計畫,RPPNMLMKNHIGFCA27CC
中山區,房地(土地+建物),臺北市中山區松江路１３９號五樓之１,19.15,商,,,1120510,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831014,187.91,0,0,0,無,無,無,80000,426,,0.0,0,,RPQNMLMKNHIGFCA37CC
中山區,建物,臺北市中山區林森北路４０９號十一樓之２７,0.0,商,,,1120429,土地0建物1車位0,十一層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710531,26.220000000000002,1,1,1,有,有,有,7500,286,,0.0,0,社會住宅包租代管第三期計畫，原待租租金為9400，打八折後租金為7500，管理費850不計入租金,RPUNMLMKNHIGFCA77CC
中山區,建物,臺北市中山區吉林路１６１巷１９號,0.0,住,,,1120414,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0550617,82.6,3,1,1,有,無,有,31000,375,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費、網路費由承租人負擔。,RPVNMLMKNHIGFCA87CC
中山區,建物,臺北市中山區天祥路８６巷１０弄９號二樓,0.0,商,,,1120503,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711115,77.92,3,2,1,有,無,有,24000,308,,0.0,0,社會住宅包租代管第二期計畫，原待租租金為26700，打九折後租金為24000,RPWNMLMKNHIGFCA97CC
內湖區,建物,臺北市內湖區東湖路１１９巷５０弄７號４樓,0.0,住,,,1120421,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731106,110.92,3,2,1,有,有,有,31000,279,,0.0,0,此物件為臺北市社會住宅包租代管計畫之物件，評定市價租金為38800元，臺北市社會住宅包租代管計畫租金上限為39000元，因出租人選擇包租方案須打八折且簽約租金無條件捨去百分位，實際租賃契約金額為31000元。管理費另收1000元/月。,RPXNMLMKNHIGFCA08CC
南港區,建物,臺北市南港區園區街３２號５樓之３,0.0,住,,,1120401,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020521,41.769999999999996,1,1,1,有,無,有,20000,479,,0.0,0,,RPPNMLMKNHIGFDA37CC
南港區,房地(土地+建物),臺北市南港區研究院路二段２１８號２樓,38.43,住,,,1120512,土地2建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740418,88.14,3,2,2,有,有,有,26000,295,,0.0,0,,RPQNMLMKNHIGFDA47CC
信義區,建物,臺北市信義區信義路五段信義路五段１２８號七樓之２,0.0,其他,,,1120512,土地0建物1車位0,七層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨造、鋼骨鋼筋混凝土造,0931130,221.69,3,2,2,有,有,有,230000,1037,,0.0,0,,RPSNMLMKNHIGFDA67CC
信義區,建物,臺北市信義區虎林街２０２巷１４號２樓,0.0,住,,,1120427,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600228,64.44,2,2,1,有,無,有,25000,388,,0.0,0,此物件為臺北市社會住宅包租代管計畫之物件，評定市價租金為27800元，臺北市社會住宅包租代管計畫租金上限為39000元，因出租人選擇代租方案須打九折且簽約租金無條件捨去百分位，實際租賃契約金額為25000元。,RPTNMLMKNHIGFDA77CC
信義區,建物,臺北市信義區基隆路二段２３號３樓之７,0.0,商,,,1120512,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780905,77.84,2,1,1,有,有,有,30000,385,,0.0,0,,RPUNMLMKNHIGFDA87CC
萬華區,建物,臺北市萬華區萬大路３２２巷７２號２樓,0.0,住,,,1120331,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0591208,32.3,3,1,3,有,無,有,14000,433,,0.0,0,更正前序號C1AB11203310007承租房間1間,RPPNMLMKNHIGFBA17CC
大同區,建物,臺北市大同區酒泉街５０巷２２號三樓,0.0,住,,,1120427,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0631015,80.37,3,1,1,有,無,有,18000,224,,0.0,0,加入臺北市社會住宅包租代管第2期計畫,RPQNMLMKNHIGFBA27CC
中正區,建物,臺北市中正區衡陽路３０之１號,0.0,商,,,1120509,土地0建物1車位0,全,2,透天厝,,加強磚造,,236.62,0,1,1,有,無,無,200000,845,,0.0,0,,RPRNMLMKNHIGFBA37CC
大同區,建物,臺北市大同區南京西路２５巷３２號四樓之１,0.0,商,,,1120414,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970626,99.72999999999999,2,1,1,有,有,有,40000,401,,0.0,0,,RPSNMLMKNHIGFBA47CC
中正區,建物,臺北市中正區重慶南路１段９５號,0.0,商,,,1120417,土地0建物1車位0,一層,11,店面(店鋪),見使用執照,鋼筋混凝土造,0680219,164.26,0,1,1,有,有,無,136534,831,,0.0,0,,RPTNMLMKNHIGFBA57CC
大同區,建物,臺北市大同區哈密街２５之１號五樓,0.0,住,,,1120503,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681121,98.2,3,2,1,有,無,有,25000,255,,0.0,0,社會住宅第二期計畫，待租租金為27800，打九折後租金為25000,RPUNMLMKNHIGFBA67CC
萬華區,建物,臺北市萬華區萬大路３１５號２樓,0.0,住,,,1120503,土地0建物1車位0,二層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,0601201,63.96,0,0,0,無,無,有,23500,367,,0.0,0,此物件為臺北市社會住宅包租代管計畫之物件，評定市價租金為29400元，臺北市社會住宅包租代管計畫租金上限為39000元，因出租人選擇包租方案須打八折且簽約租金無條件捨去百分位，實際租賃契約金額為23500元。,RPVNMLMKNHIGFBA77CC
萬華區,建物,臺北市萬華區環河南路一段６３號十二樓之２,0.0,其他,,,1120505,土地0建物1車位0,十二層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800201,28.090000000000003,1,1,1,有,有,有,7700,274,,0.0,0,社會住宅包租代管第三期計畫，原待租租金為8600，打九折後租金為7700,RPWNMLMKNHIGFBA87CC
萬華區,建物,臺北市萬華區中華路一段８０號十二樓之３,0.0,商,,,1120512,土地0建物1車位0,十二層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,0700716,20.11,1,1,1,有,有,有,12000,597,,0.0,0,社會住宅包租代管第三期計畫，原待租租金為13400，打九折後租金為12000，管理費280不計入租租內,RPXNMLMKNHIGFBA97CC
文山區,建物,臺北市文山區興隆路４段６２巷２７號３樓,0.0,住,,,1120427,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660801,88.24,3,2,1,有,無,有,19900,226,,0.0,0,加入臺北市社會住宅包租代管第3期計畫,RPPNMLMKNHIGFAA07CC
文山區,建物,臺北市文山區和興路３號四樓,0.0,住,,,1120426,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,19.32,1,0,1,有,無,有,7000,362,,0.0,0,,RPQNMLMKNHIGFAA17CC
中正區,建物,臺北市中正區中華路二段３１１巷１６號二樓,0.0,住,,,1120428,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),,加強磚造,0560519,35.11,2,1,1,有,無,有,15000,427,,0.0,0,社會住宅包租代管增辦第三期計畫，原待租租金為18800，打八折後租金為15000,RPRNMLMKNHIGFAA27CC
中正區,建物,臺北市中正區中華路二段５５號,0.0,商,,,1120509,土地0建物0車位0,二層,5,套房(1房1廳1衛),住商用,鋼筋混凝土造,0620727,29.62,1,0,1,有,無,有,15000,506,,0.0,0,此為分租套房，第二層共分成3間，一間面積約為29.62平方公尺。電費由承租人負擔。,RPSNMLMKNHIGFAA37CC
中正區,建物,臺北市中正區詔安街２７６巷６號２樓,0.0,住,,,1120424,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0580715,97.41,3,1,1,有,無,有,26000,267,,0.0,0,此物件為臺北市社會住宅包租代管計畫之物件，評定市價租金為32500元，臺北市社會住宅包租代管計畫租金上限為39000元，因出租人選擇包租方案須打八折且簽約租金無條件捨去百分位，實際租賃契約金額為26000元。,RPTNMLMKNHIGFAA47CC
文山區,建物,臺北市文山區福興路１０６巷２８弄５號１２樓,0.0,住,,,1120426,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981202,69.78999999999999,2,1,1,有,有,有,28000,401,,0.0,0,此物件為臺北市社會住宅包租代管計畫之物件，評定市價租金為31200元，臺北市社會住宅包租代管計畫租金上限為39000元，因出租人選擇代租方案須打九折且簽約租金無條件捨去百分位，實際租賃契約金額為28000元。機車車位1個，租賃期間無償使用。管理費另收1500元/月。,RPVNMLMKNHIGFAA67CC
文山區,建物,臺北市文山區木新路三段２３２巷４５弄７號４樓,0.0,住,,,1120429,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650120,84.39,3,2,1,有,無,有,22000,261,,0.0,0,此物件為臺北市社會住宅包租代管計畫之物件，評定市價租金為24500元，臺北市社會住宅包租代管計畫租金上限為39000元，因出租人選擇代租方案須打九折且簽約租金無條件捨去百分位，實際租賃契約金額為22000元。,RPWNMLMKNHIGFAA77CC
文山區,房地(土地+建物),臺北市文山區福興路６３巷２弄５號３樓,32.3,住,,,1120512,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641204,85.8,2,2,1,有,無,無,17000,198,,0.0,0,,RPXNMLMKNHIGFAA87CC
北投區,建物,臺北市北投區公?路４１８號十一樓之１,0.0,住,,,1120428,土地0建物1車位0,見其他登記事項,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870729,118.39,2,2,2,有,有,有,34000,287,,0.0,0,租金含管理費。,RPPNMLMKNHIGFEA47CC
北投區,建物,臺北市北投區知行路２６號四樓,0.0,住,,,1120414,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740826,99.11000000000001,3,2,1,有,無,有,18000,182,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管計畫。電費、瓦斯費、網路費由承租人負擔。,RPSNMLMKNHIGFEA77CC
北投區,建物,臺北市北投區石牌路二段３１５巷２號地下之３,0.0,住,,,1120506,土地0建物1車位0,地下一層,6,套房(1房1廳1衛),商業用,鋼筋混凝土造,0830912,50.66,0,0,0,無,有,有,15000,296,,0.0,0,此物件為臺北市社會住宅包租代管計畫之物件，評定市價租金為18800元，臺北市社會住宅包租代管計畫租金上限為39000元，因出租人選擇包租方案須打八折且簽約租金無條件捨去百分位，實際租賃契約金額為15000元。管理費另收1100元/月。,RPUNMLMKNHIGFEA97CC
北投區,建物,臺北市北投區珠海路１６號１樓,0.0,其他,,,1120427,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,0880812,110.16,1,1,1,有,無,有,30000,272,,0.0,0,112/4/27-112/5/19為免租金裝潢期112/5/20-114/5/19每月租金30000元不含稅114/5/20-117/5/19每月租金32000元不含稅,RPVNMLMKNHIGFEA08CC
中山區,建物,臺北市中山區長春路２８號６樓之２,0.0,商,,,1120511,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990212,46.33,0,0,0,無,有,有,32000,691,,0.0,0,,RPPNMLNKNHIGFCA47DC
北投區,建物,臺北市北投區中和街４９３巷１弄３號三樓,0.0,住,,,1120510,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0711227,25.27,1,0,1,有,無,有,8200,324,,0.0,0,此為分租套房，第三層共分成4間，一間面積約為25.27平方公尺。電費及每月垃圾費650元、水費250元皆為承租人負擔。,RPPNMLPKNHIGFEA77CC
北投區,建物,臺北市北投區中和街４９３巷２號五樓,0.0,住,,,1120505,土地0建物0車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0711227,34.07,1,0,1,有,無,有,7800,229,,0.0,0,,RPQNMLPKNHIGFEA87CC
士林區,建物,臺北市士林區延平北路五段２４４巷２２弄１９號３樓,0.0,住,,,1120427,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590622,65.28,2,1,1,有,無,有,19000,291,,0.0,0,社會住宅：國家住宅及都市中心辦理社會住宅包租代管計畫,RPSNMLPKNHIGFEA08CC
士林區,建物,臺北市士林區芝玉路一段１９７巷２號４樓,0.0,住,,,1120506,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740723,80.96,3,1,2,有,無,有,26000,321,,0.0,0,,RPTNMLPKNHIGFEA18CC
士林區,建物,臺北市士林區中山北路六段２１２之２號１０樓,0.0,住,,,1120424,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0930518,230.82,3,2,2,有,有,有,89170,386,,0.0,0,,RPVNMLPKNHIGFEA38CC
士林區,建物,臺北市士林區士東路２６６巷１６弄６號四樓,0.0,住,,,1120420,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730912,115.11,3,2,2,有,有,有,26000,226,,0.0,0,,RPWNMLPKNHIGFEA48CC
士林區,建物,臺北市士林區天玉街２７巷３號,0.0,住,,,1120511,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700529,112.65,3,2,2,有,無,有,56500,502,,0.0,0,,RPXNMLPKNHIGFEA58CC
士林區,建物,臺北市士林區天母東路８巷５３之１號七樓,0.0,住,,,1120418,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701214,144.16,3,2,2,有,有,有,65000,451,,0.0,0,,RPOOMLPKNHIGFEA77CC
北投區,建物,臺北市北投區溫泉路８７號四樓之８,0.0,其他,,,1120502,土地0建物1車位0,四層,9,套房(1房1廳1衛),商業用,鋼筋混凝土造,0871013,39.81,1,1,1,有,有,有,19000,477,,0.0,0,租金含管理費。,RPPOMLPKNHIGFEA87CC
大安區,建物,臺北市大安區嘉興街３５１號二樓,0.0,住,,,1120510,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690801,83.74,3,2,2,有,無,有,29800,356,,0.0,0,,RPQNMLPKNHIGFFA97CC
大安區,建物,臺北市大安區忠孝東路四段１３號,0.0,商,,,1120512,土地0建物1車位0,見其他登記事項,12,店面(店鋪),商業用,鋼筋混凝土造,0780302,205.86,0,0,0,無,無,有,455114,2211,,0.0,0,此租賃地址包含15號2樓之1共同簽一份租賃合約書。,RPRNMLPKNHIGFFA08CC
文山區,建物,臺北市文山區興隆路一段１２２號,0.0,住,,,1120512,土地0建物1車位0,一層,4,店面(店鋪),集合住宅,鋼筋混凝土造,0640122,103.9,0,1,1,有,無,有,51000,491,,0.0,0,,RPRNMLPKNHIGFAA57CC
萬華區,建物,臺北市萬華區西園路二段３７２巷１０１弄３１號５樓,0.0,住,,,1120510,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591130,39.74,2,1,1,有,無,有,8000,201,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管第三期計畫；水電費由承租人負擔。,RPPNMLPKNHIGFBA47CC
大同區,建物,臺北市大同區大龍街１１０號４樓之３,0.0,商,,,1120515,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640723,36.6,1,1,1,有,無,有,13000,355,,0.0,0,,RPQNMLPKNHIGFBA57CC
萬華區,建物,臺北市萬華區長泰街２９０號二樓,0.0,住,,,1120331,土地0建物1車位0,二層,2,公寓(5樓含以下無電梯),住家用,加強磚造,,75.73,3,1,1,有,無,有,22000,291,,0.0,0,本案僅建物部份屬國家住宅及都市更新中心辦理社會住宅包租代管增辦第3期計畫修改案件，原序號為C1AB11204170001,RPRNMLPKNHIGFBA67CC
中正區,建物,臺北市中正區衡陽路７６號,0.0,商,,,1120505,土地0建物0車位0,三層,7,套房(1房1廳1衛),,加強磚造,,26.3,1,0,1,有,無,有,13100,498,,0.0,0,此為分租套房，第三層共分成5間，一間面積約為26.30平方公尺。電費及每月垃圾費650元、水費250元皆為承租人負擔。,RPSNMLPKNHIGFBA77CC
中正區,建物,臺北市中正區延平南路１６０號,0.0,商,,,1120501,土地0建物0車位0,四層,4,套房(1房1廳1衛),,鋼筋混凝土造,0560407,19.07,1,0,1,有,無,有,12500,655,,0.0,0,此為分租套房，第四層共分成4間，一間面積約為19.07平方公尺。電費及每月垃圾費650元、水費250元皆為承租人負擔。,RPTNMLPKNHIGFBA87CC
中正區,建物,臺北市中正區仁愛路二段１５巷１４號４樓之１,0.0,住,,,1120427,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820722,72.33,2,1,1,有,有,有,25800,357,,0.0,0,社會住宅：國家住宅及都市中心辦理社會住宅包租代管計畫,RPVNMLPKNHIGFBA08CC
萬華區,建物,臺北市萬華區青年路１６８巷５１弄１１號４樓,0.0,住,,,1120515,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640523,38.37,1,0,1,有,無,有,10000,261,,0.0,0,,RPWNMLPKNHIGFBA18CC
大同區,建物,臺北市大同區市民大道一段２０１號九樓之８,0.0,其他,,,1120417,土地0建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0980724,86.59,2,1,1,有,有,有,50000,577,,0.0,0,,RPXNMLPKNHIGFBA28CC
萬華區,建物,臺北市萬華區富民路１４５巷１５弄１８號四樓,0.0,住,,,1120501,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630704,86.22,3,2,1,有,無,有,13500,157,,0.0,0,社會住宅包租代管增辦第三期計畫，原待租租金為16900，打八折後租金為13500,RPOOMLPKNHIGFBA47CC
松山區,建物,臺北市松山區三民路１１３巷２２號二樓,0.0,商,,,1120420,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690521,126.11999999999999,3,1,2,有,有,有,26000,206,,0.0,0,加入臺北市社會住宅包租代管第3.1期計畫,RPPNMLPKNHIGFDA67CC
